nro	anio	mes	dia	Azul	BahiaBlanca	'Bella Vista'	'Buenos Aires'	'Caseros'	'Ceres'	'Concordia'	'Cordoba'	'Corrientes'	'Formosa'	'Gral Pico'	'Gualeguaychu'	'Junin'	'La Plata'	'Laboulaye'	'Marcos Juarez'	'Mar del Plata'	'Parana'	'Paso de los Libres'	'Pehuajo'	'Pergamino'	'Posadas'	'Reconquista'	'Rio Cuarto'	'Rosario'	'San Luis'	'Sauce Viejo'	'Santa Rosa'	'Tandil'	'Tres Arroyos'
1088	1972	12	23	9	0	5.3	28.3	5.9	7	22	0	2.6	0	0	1.4	0.6	55.7	0	5.2	43.3	5.2	0	0	4.2	0	0.2	3.3	3.8	0	5.4	0	13.4	0
1089	1972	12	24	27	0	0	25.6	0	0	0	0	0	0	0	1.3	2.9	17.9	0	0	127.1	0	0	3.8	2.5	0	0	0	4.4	0	0	0	25.7	1.7
1090	1972	12	25	7	-999	0	15.1	0	0	2	0	0	0	0	9.8	5.2	14	0	0.7	33.1	3	0	-999	2	0	0	0	4.3	0	-999	0	13.3	13.5
1091	1972	12	26	0.5	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	1.4
1092	1972	12	27	14	-999	0	17.3	0	0	0	0	0	0	4.8	5.2	19.1	3.2	37.4	13.9	0.8	1.7	0	9.7	25.5	0	0	69.2	33.2	21.6	2.5	8.2	17.4	2.6
1093	1972	12	28	3.5	1.4	64.4	6.5	40.4	27.7	72	11	27.5	42.8	0	21.5	5.2	4	1.5	13.8	3.5	26.9	50	1	4.6	28.9	113	32.4	23	0	25.7	0.3	0	5.8
1094	1972	12	29	0	1.8	0.2	0	4.6	0	0	0	0.2	4.2	0	0	0	0	0	0	0	0	8	0	0	1	1.3	0	0	0	0.4	0	3.5	0
1095	1972	12	30	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0	0.4	0.2	0	-999	0	0	4	0	0	0	0
1096	1972	12	31	0	0	0	0	0	1.5	0	1.6	-999	8.4	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	1973	1	1	0	0	0	0	0	0	0	0	0	4.2	0	0	0	0	1	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
1098	1973	1	2	0	0	0.5	0	0	0	0	0	41.5	3	0	10.5	1.3	0.1	0	17.3	0	0.6	0	0	0	0	0.8	0	0.8	1.4	0.3	0	0	0
1099	1973	1	3	0	0	13.5	0	14.7	0	0	0	28	103.8	0	0	0	0	0	0	0	4.6	17	0.6	0	1.4	1	0	0	0	2.3	1.1	0	1.2
1100	1973	1	4	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
1101	1973	1	5	0	0	2.5	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7	0	2.8	49.6	15.4	0	0	0	0	0	0	0
1102	1973	1	6	0	0	2.8	0	0	0	0	0	0.7	0	0	0.7	0	4	0	0	0	0	0.2	0	0.9	-999	0	0	0	0	0	0	0	0
1103	1973	1	7	0	0	4.8	0	0	0	0	0	6.3	0.4	0	0	0	0	0	0	0	0	30	0	0	67.2	-999	0	0	0	0	0	0	0
1104	1973	1	8	0	0	1.3	0	0	0	0	0	23.3	6	0	0	0	0	0	0	0	0	0	0	2.3	11.5	-999	0	0	0	0	0	0	0
1105	1973	1	9	0	0	0	0	3.5	0	0	0	0	7.8	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0.2	0	0
1106	1973	1	10	2.3	0	34.2	0.7	1.3	1.3	8	5.4	85.4	0	0	1.3	0	0	0.3	3	0	-999	0	0	0	1.4	-999	0	19.1	0	3.5	0	0	0
1107	1973	1	11	30.5	0	30.7	16	0	0	0	0	0.8	0	16.7	0	38.7	12	0	0	0	0	25	17.1	0	0	0	0	0	5	0	3.8	2.5	0
1108	1973	1	12	0	0	0	16	0	0	26	4.3	0	0	0	60.9	28.6	9.7	38.8	41.6	0	0.1	0	0.1	0	0	2.2	4.1	60.6	20	0	0	0	0
1109	1973	1	13	3.5	-999	0	10.6	69.7	22.1	2	3.1	0	0	4.6	19.8	3.2	3.3	5.1	0.4	4.3	0	5	10	1.7	0	1.7	6	0.2	0.3	0	0	5	0
1110	1973	1	14	0	0	7.2	3.5	8.9	9.6	2	0.9	7.1	3.7	0	-999	0.2	-999	0	0	0	0	30.5	0	0	7.4	39.1	0	0	-999	0.3	0	0	0
1111	1973	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	1973	1	16	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.6	0.3
1113	1973	1	17	0	0	0	3.7	0	0	0	0	0	0	0	47	42.6	15	0	0.3	24	13.3	0	0	0	0	0	0	31.8	8	9	0	0	0
1114	1973	1	18	2	-999	54.9	2.4	25.7	37.7	18.5	38.9	86.4	20.4	6.4	3.9	37.8	10.2	6.7	48.7	0	37.8	15.2	3.2	0	0	17.4	27	21.4	19	61	0	0	0
1115	1973	1	19	0	0	2.6	0	0	0	0	0	4.2	22.1	0	0	0	0	0	0	0	0	0	0	0	18.8	0	0	0	0	0	0	0	0
1116	1973	1	20	0	0	0	0	12.6	0	2	0	3.1	0.2	0	0	0	0	0	0	0	0	20	0	0	7.7	0	0	0	0	0	0	0	0
1117	1973	1	21	0	6	0	0	0	0	0	3	0	0	17.7	0	0	0	13	12	0	0	0	0	0	1.2	0	34.5	0	0.6	0	0.4	0	0
1118	1973	1	22	1	-999	0	33	0	0	0	10.5	0	0	20.4	4.6	9.8	16.5	0	2	1.4	40.3	0	1.1	32	0	0	3.5	0.1	7.8	58	0.1	0	0.6
1119	1973	1	23	0	4	43	1.7	40.4	0.3	22.9	0	28.2	0	0	2.4	0	3	0	0	24.7	27.6	13	0	0	3.6	31.4	0	0.1	0	22.6	0	6	8.4
1120	1973	1	24	0.8	1.3	5.7	0	0	0	0	0	3.1	15.5	0	0	0	0.1	0	0	7	0	0.7	0	26	3	0.3	0	0	0	0	0	0	0.2
1121	1973	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	1973	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	1973	1	27	0	0	1.7	0	0.1	2	0	0.2	0	0	0	0	0	0	0	0	0	0	7.7	0	0.2	10.2	4.2	0	0	0	0	0	0	0
1124	1973	1	28	0	0	11	0	12.7	0	0	0	19.8	10.3	57	0	0	0	0	0	0	1.5	9.1	0	0	8.6	18	0.5	0	3.3	1.5	45.7	0	0
1125	1973	1	29	0	0	49.4	0.6	0	0	0	0	174.5	0.2	0.9	0	0	72.4	0	0	0	4.4	0	2.8	3.3	27.6	33.5	0	0	0	0	0	0	0
1126	1973	1	30	44.3	4.8	0	38.9	0	0	0	0	0	0	62.8	0	0	27	0	0	23.3	0	0	99.5	0	0	0	0	0	0	0	6	24.6	5.5
1127	1973	1	31	0	0	0	14.6	1.5	0	-999	21.2	0	0	2	12	51	13.7	9.8	6.6	0	8.4	0	3.5	0	0	0	4	13	0	50	0	0	0
1128	1973	2	1	10.2	45.5	0	2.5	0	0	0	31.4	0	0	33.9	0.3	11	2.5	1.2	21.1	5.1	6.6	0	280.9	0	0	0	0	8.5	0	3.5	22.6	2.6	0.1
1129	1973	2	2	31.5	41.6	2.2	5.9	2.9	42.3	11	25.3	0	0	6.5	33.2	16.6	0.4	81.2	13.5	1.1	38.2	0	28.7	50	0	70	29.5	17.2	16.5	37.5	9.2	11.1	0
1130	1973	2	3	0	0.2	25.7	1	2.2	0	0	0	21	0	0	0	0	1	0	0	0.5	0	8.8	0.7	0.3	0.9	6.2	0	0	0	0	0	0	1.4
1131	1973	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
1132	1973	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
1133	1973	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.9	0	0	0	0	0	0	0	0	0
1134	1973	2	7	0	0	0	0	26	0	60	11	0	0	0	8.6	0	0	0	12.6	0	62.2	0	0	0	0	7.5	0.9	16.5	0	66	0	0	0
1135	1973	2	8	6	0	0	0	102.9	0.4	81	22	0	0	6.8	5.7	0	0	0.4	3	3.1	23.7	88	11.4	0	0	2.2	0	2.3	0	35.5	0	3.6	0
1136	1973	2	9	0	0	0	0	129.8	19.8	62.2	6.5	0	0	0	7.4	12.7	19	0.8	4.7	0.2	5.7	55.5	0	0	0	75.4	2.5	4.4	0	10.5	0	0	0
1137	1973	2	10	0	0	12.2	0.7	40.9	6.5	17.4	0	91.6	0	0	19.7	0	0	2.1	19.7	0	37.9	18.1	0	0	47.5	1	2	8	0.2	49.1	0	0	0
1138	1973	2	11	0	0	0	0	0	0	0	0	0	46.5	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
1139	1973	2	12	0	0	0	0	0	0	0	0	0.2	7.1	0	0	0	0	0	4.8	0	-999	0	0	0	0.5	0	8.6	0	4.2	1	0	0	0
1140	1973	2	13	0	0	0	0	0	0	0	0	16	22.3	0	0	0	0	0	0	0	1	0	0	0	1.5	0.3	0	0	0	0.3	0	0	0
1141	1973	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0
1142	1973	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	1973	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144	1973	2	17	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0
1145	1973	2	18	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	1973	2	19	0	19.8	0	0	0	0	-999	0	0	0	5.7	1.1	0	0	0	0	0	0.7	0	6.9	0	0	0	0	0	0	0	3.4	1.8	0.6
1147	1973	2	20	1.5	0	1	34.4	35	22.5	30.6	8	0	0	0	69.2	46.3	10.7	2.6	6.5	5.2	30.3	40	0.3	0	0	30	0	53.2	17.8	41.9	0	0	0
1148	1973	2	21	0	0	23.3	0	18.5	0	2.3	0	5	0	0	0	0	0	0	0	0	0	12.9	0	0.6	6.8	76	0	0	0	0.6	0	0	0
1149	1973	2	22	22.8	33.1	0	10.3	62.4	0	22.6	37.5	-999	0	20.4	46.3	33.5	0.7	26.5	30	3.9	9.1	52	151.7	0	0	0	11	68.2	23.3	7	19.2	16.6	8.9
1150	1973	2	23	30.2	19.1	0	103.9	0	13.4	2	16.2	0	0	24.4	145	26.5	70.3	11.6	27.5	23.2	61.8	0	28.3	0	0	0	10	71.7	2.5	78	16.8	30	31.4
1151	1973	2	24	16	0	0.8	2.4	0	1.3	0	0	0	6.1	0	1.3	0.3	2.5	0	0	33.2	0.3	0	0.6	0	35.9	0	0	0	0	0.3	0	13.8	5.1
1152	1973	2	25	0	0	0	0	9.7	0	7.2	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	1973	2	26	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	1973	2	27	0	10.5	6.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	1973	2	28	2	10.7	0	0	2.6	28.6	0	0.7	0	0	24.4	25.5	0	0	60.5	0.3	0	105.9	0	49.3	40	1.2	57.5	0	0.4	0	84.1	28	0	0
1156	1973	3	1	9.6	0	5.8	104.2	1	0.7	18	8	0	0.3	0	7.7	35.8	15.4	0.5	0	0	60.5	4	8.2	3	7	0.7	5	43.6	11.4	10.1	0	0	0
1157	1973	3	2	2.5	2.2	0	0	0	1.8	0.1	4	0.5	0.2	0	0	0	0	0	7.2	0	9	0	14.4	0	0	0.8	74	0.2	0	82.1	2.2	0	0
1158	1973	3	3	0	0	100	0	6	104.7	2	6.8	22.5	0	0	0	0	0	0	0	0	0.8	12	0	0	40.3	44	0	0	2	1.1	0	0	0.1
1159	1973	3	4	0	0	0.5	0	0	0	0	0	24.9	9.2	0.7	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	4.8	0	0	0	0
1160	1973	3	5	0	0	0	0	0	0.2	0	3	0	0	6.9	0	0	0	0	0	0	0	0	0.2	0	0	0	1	0	0	0	9.1	0	0
1161	1973	3	6	0	3.1	16.8	0	0	21.8	0	83	-999	0.7	13.5	0	0	0	3.6	0	0.3	3.5	0	0	0	0	4.3	0	0	3.4	6.5	0.7	0	1.6
1162	1973	3	7	0	0	69	3.1	0.6	8.5	1.7	16.7	89.3	19.5	0.6	0	0.3	1.8	36.9	25.8	0	2	3	2.8	3	26.3	50.2	16.3	8.8	2	2.8	0	0	0
1163	1973	3	8	0	1.7	0	5.3	0	0	1	0	0	0	0	0	0	2.3	0	0	0	0	0	0.3	0	0.3	0	0	0	0	0.6	0	0	0
1164	1973	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
1165	1973	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7	0	0	0	0	0	0	0	0	0
1166	1973	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1167	1973	3	12	4	35.1	0	0	0	0	0	0	0	0	14.2	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	15.7	11	15
1168	1973	3	13	15	0	0	0	0	0	0	0	0	0	8.7	0	36	0	0.7	0	0	0	0	11.3	0	0	0	0	0	0	0	0	0	0
1169	1973	3	14	3	0	0	21	0	13.3	2.3	11.9	0	0	0	11	32.9	33.9	10.9	3.4	11.1	22.3	0	0.4	0	0	0	3.5	19.6	1	42.2	0	0	0
1170	1973	3	15	0	0	0.1	0	3.5	24.9	0	13.6	0	0	16.7	0	0	0	16.7	1.2	0	0	0	0.5	0	0	9.8	10.6	0	62.1	1.5	10.7	0	0
1171	1973	3	16	0	0	70.5	4.6	0	93.5	0	30.5	22.7	7.5	37.4	11.2	74.5	0.4	34.8	101.8	0	105.9	0	88.4	20.7	0	60	37	42.8	37.1	75.5	31.1	0	0
1172	1973	3	17	4	-999	30.3	0.2	11	0	17	1	62.4	130.6	6.6	3	0.3	0.3	11.8	6.3	0.6	15.4	39	7.1	0.2	54	17.3	14.8	0	0	1.3	2.8	5.6	0
1173	1973	3	18	26	0	19	0	0.1	0	0	0	10.8	35	0	0.2	6.3	5.9	0	0	0.6	0	1	4.6	0	44.6	-999	0	0	0	0	0	15.5	1.3
1174	1973	3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	3.3	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0
1175	1973	3	20	0	0	0	8	0	0	0	0	0	0	27.2	0	0	-999	3.8	0	0	0	0	0	0	0	0	22	0	2.3	0	16	0	0
1176	1973	3	21	12.3	0	0	0.3	0	0	0	0	0	0	0	0	20.7	0	0	0	0	24.3	0	0	0	0	0	0	0.7	0	16.4	0	0	0
1177	1973	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1178	1973	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5	0	0	0	0	0	0	0	0	0
1179	1973	3	24	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	30.2	0	23.9
1180	1973	3	25	19.2	10.7	0	0	0	0.3	0	10.3	0	0	9.9	0	0.6	-999	0.2	0	48	0	0	10.7	0	0	0	0	0	-999	0	5.9	19	16.5
1181	1973	3	26	0	0	1.7	0	0	7.4	0	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1182	1973	3	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8	0	0	0	0	0	0	0	0	0
1183	1973	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1184	1973	3	29	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0
1185	1973	3	30	25.4	1.4	4.4	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	17.7	0	0	0	0	0	-999	0	0.5	23	2.8
1186	1973	3	31	4.6	0	0	16.3	0	0	0	51.4	0	0	4.7	5.7	22.9	7.5	8.3	102.7	2.6	13.1	0	5.1	0	0	0	35.2	69.5	3.1	6	0	7.8	0
1187	1973	4	1	0	0	0	11.3	0	11.7	0	5.4	0	0	0	10.7	1.3	4.1	1.6	13.2	0	2.8	0	0	17.9	0	0	2	26.5	0	2.4	0	0	0
1188	1973	4	2	5.5	0	0	7.8	0	2.6	0	0.6	0	0	1.9	-999	25.7	44	5	5.2	2.5	2.1	0	2.4	0.3	0	0	3	2.5	0.5	16.7	3.2	3.6	7.5
1189	1973	4	3	0	0	0	7.2	0	3.1	4.7	3.9	0	0	0	20.2	0	3.8	0	-999	0	31.4	0	0	0	0	44.4	0	9.1	0	12.3	0	0	0
1190	1973	4	4	0	0	0.2	0	60.5	53.9	88.5	6.4	68	147.9	0	12.1	0	0	0	0	0	57.3	25	0	20	66.5	4.6	0	0	1	43.6	0	0	0
1191	1973	4	5	0.2	0	25	8.9	58.8	10.8	34	0.1	6	8.2	1.2	20.2	2.5	7.5	0.2	4.2	3.6	30.3	13.2	0	0	11.5	19.5	0	9.1	5.6	11.7	0.8	0.9	0
1192	1973	4	6	0	-999	11.3	9.7	44.6	0	37	0	41	4.3	0	30.4	0	10.5	0	0	0	0.4	27	0.3	0	4	80.2	21.5	4.5	0	0.4	0	0	0
1193	1973	4	7	0	0	0	0	0	0	0	0	15	19.4	0	0	0	0	0	0	0	0	0	0	0	9.6	0	0	0	0	0	0	0	0
1194	1973	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1195	1973	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1196	1973	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1197	1973	4	11	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	2.1	0	0	0	34	0	0	0	0	0	0	0
1198	1973	4	12	0	0	0.1	2	0	-999	0.6	0	-999	0	0	0.6	0	0.4	0	-999	0	0	0	0	3.5	0	0	5	0	0	0	0	0	0
1199	1973	4	13	0	0	0	0	0	1.6	32.5	0	0	0	0	0	0	0	2.3	7.2	0	20.3	0	0	0	0	0	0	5.3	0.8	20	0	1.6	0
1200	1973	4	14	3	0.8	14.4	37.4	25	57.3	11.4	25.2	35	0	39.6	29.7	23.8	16.3	50.7	30	0	52.7	18	2.6	0	0	43.4	22.5	34.5	2.1	49.6	1.5	0	0
1201	1973	4	15	0	0	42.2	4.8	2.7	0.6	0.5	0	2.2	9.4	0	1	0.2	11.4	0.4	0	0	0.4	19.2	0	0	19.7	11.2	1	0	0.8	0	0	0	0
1202	1973	4	16	0	0	6.6	0	0	0	0	0	0.9	13.2	0	0	0	0	0	0	0	0	1.4	0	0	0.8	0.6	0	0	0	0	0	0	0
1203	1973	4	17	0	0	62.8	0	7.2	30.3	0	0	39.2	4.8	0	0	0	0	0	0	0	0	23.8	0	0	18	31.2	0	0	0	0	0	0	0
1204	1973	4	18	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1205	1973	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1206	1973	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
1207	1973	4	21	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
1208	1973	4	22	0	0	0	0	12.8	59.8	20.4	3.6	0	0	0	0.4	0	0	0	1.4	0	22.9	3	0	0	0	5	3	0	0	22.1	0	0	0
1209	1973	4	23	2.6	0	0	3.3	34.5	45.1	13.6	6.1	0	0	83	0	2.2	0	2.4	-999	0	2.2	53.6	24.7	0	0	144	5	0	1.5	1.9	25.9	0.8	0
1210	1973	4	24	45	34.6	0	28.6	121.3	23	57	3.6	2.4	0	34	14.6	20.1	39.2	18.2	6.1	9.3	12.2	88	37.4	0	0	30.2	10.6	1.8	7.7	6.4	28	44.6	8.9
1211	1973	4	25	5	42.4	0.3	0.2	6.8	0	2	0	1.5	0.2	0	1	0	1.9	0	0	61.8	0.3	13	0	0	26.1	14	0	0	0	0	0	14.7	32.9
1212	1973	4	26	0.5	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.9	0	0	0	0	0	0	0	0.4	0
1213	1973	4	27	0	-999	3.1	1.5	14.6	2.7	18.3	0	0	0	0	6.8	3.5	2.5	0.4	-999	1.5	5.5	0.3	0	0	0	10.2	0	0	0	9.4	0	0	0.4
1214	1973	4	28	0	0	34.7	0	18.5	0	0	0	22.3	43.6	0	0	0	0.1	0	0	0	0	30	0	0	8.1	0.8	0	0	0	0	0	0	0
1215	1973	4	29	0	0	5.7	0	0.5	0	0	0	2.2	0.3	3	0	0	0	0	0	0	0	8.1	2.8	0	16.7	-999	0	0	0	0	0	0	0
1216	1973	4	30	0	0	0	0	5.5	0	2	0	16.8	24.8	0	0	0	0	0	0	0	0	43	0	0	0.4	0.7	0	0	0	0	0	0	0
1217	1973	5	1	0	0	18.3	0	35	0	0	0	35.4	105.6	0	0	0	0	0	0	3.1	0	40.6	0	0	124.7	0.1	0	0	0	0	0	0	0
1218	1973	5	2	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	18.6	0	0	0	0	1.2	0	0	0	0	0	0	0	0
1219	1973	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1220	1973	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6	0	0	0	0	0	0	0	0
1221	1973	5	5	0	0	0	0	0	0	0	0	4.5	3.7	0	0	0	0	0	0	0	0	0	0	2.6	5.4	0	0	0	0	0	0	0	0
1222	1973	5	6	0	0	0	0	0	0	0	0	6.2	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0
1223	1973	5	7	0	0	0	0	0	0	0	9.4	0	0	0.7	0	0	0	11.8	-999	0	0	0	2.9	0	0	0	6.4	0	0	0	0	0	0
1224	1973	5	8	11.1	2.4	0	6.9	0	0	0	0	1	5.5	1.3	5	28	5.7	3.7	13.4	18.6	0.7	0	4.6	0	0	0	0.2	1.3	0	7.8	0	2.7	0.8
1225	1973	5	9	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0.7
1226	1973	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0
1227	1973	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228	1973	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1229	1973	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1230	1973	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.2	0	0	0	0	0	0	0	0	0
1231	1973	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
1232	1973	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1233	1973	5	17	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1234	1973	5	18	0	0	0	0	6.7	0	5	0	2	1.2	0	0.2	1.7	0	0	-999	0	0	6.7	0.4	4.8	9.3	0	0	0	0	0.2	0	0	0
1235	1973	5	19	0	1.3	0.8	0	0	0	0	0	0	0	0	2.7	0.2	0	0	-999	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
1236	1973	5	20	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	7.5	0	0.2	0	0	0	1.1
1237	1973	5	21	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	-999	0	0	0	0	0	0	0	0	0.4	0	0.3	0	0	0
1238	1973	5	22	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	1.5	0.3	1
1239	1973	5	23	4.5	-999	0	1.8	0	0	0	0	0	0	0.2	0	3.7	2.5	0	0	3.4	0	0	2.8	0	0	0	0	0	0	0	0	2.8	0
1240	1973	5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1241	1973	5	25	0.7	-999	0.2	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.1	0	0.5	0	0	0	0	0	0	4	0
1242	1973	5	26	0.5	25	0	3.8	0	0	0	0	0	0	0	0	1.5	0.7	0	0	7	0	0	0	0	2.8	0	0	0	0	0	0	0	43.5
1243	1973	5	27	0	0	0	4.7	1	0	83	0	2.8	0	0.2	0.1	0	2	0	0	0	0.3	0	0.2	0	0	1.8	0	0	0	0.3	0	0	0
1244	1973	5	28	0	0	31.2	1.5	73.5	1	49	0	34.3	21.2	0	0.6	0	0.5	0	1	0	2.3	52.5	0.6	0	42.8	17.5	0	2.9	0	1.4	0	0	0
1245	1973	5	29	0	0	7	0.8	0	1.6	6.2	0	14.1	42.1	0	0.4	0.5	0.7	0	1.8	0	2.3	0	0.3	0	23.2	0.3	0	0	0	4.7	0	0	0
1246	1973	5	30	0	0	2.3	-999	0	0.9	0	0	10.9	8.5	0	0	0	0.2	0	1.1	0	0.7	0	0.1	0	2.2	0.1	0	0	0	0.6	0	0	0
1247	1973	5	31	0	0	5.4	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1248	1973	6	1	0	0	0	0	0	0.2	0.5	0	15	1.9	0	0	0	-999	0	-999	0	0	1	0.2	0.2	0	-999	0	0	0	0	0	0	0
1249	1973	6	2	0	0	5	0	2.7	0.7	0	0	40.3	0.5	0	0.1	0	0	0	-999	0	0	5.8	0	0	2.4	1.9	0	0	0	0	0	0	0
