nro	anio	mes	dia	Azul	BahiaBlanca	'Bella Vista'	'Buenos Aires'	'Caseros'	'Ceres'	'Concordia'	'Cordoba'	'Corrientes'	'Formosa'	'Gral Pico'	'Gualeguaychu'	'Junin'	'La Plata'	'Laboulaye'	'Marcos Juarez'	'Mar del Plata'	'Parana'	'Paso de los Libres'	'Pehuajo'	'Pergamino'	'Posadas'	'Reconquista'	'Rio Cuarto'	'Rosario'	'San Luis'	'Sauce Viejo'	'Santa Rosa'	'Tandil'	'Tres Arroyos'
6829	1988	9	11	0	0	0	0	0	0	0	0	0.9	0.4	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
6830	1988	9	12	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	34.3	0	0	0	0	0	0	0	0
6831	1988	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0
6832	1988	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6833	1988	9	15	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6834	1988	9	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4.9	-999	0	0	0	0	0	0	0	0.8	0	3.3	0	0	0	0
6835	1988	9	17	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	-999	0	2	0	0	0	3.4	0	0
6836	1988	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0
6837	1988	9	19	0.6	0	12.2	0	0	0.3	0	0	0.4	0	4.5	0	0	0	0	0	1.8	0	0	14	0	0	1.4	0	0	0	0	0	0	0
6838	1988	9	20	0.6	6	26.5	0	15.1	2	44.9	0	0	0	6	4.5	1.6	0	0.1	0	0	0.7	35	7	0	0.1	16	0	0	8.8	0	21.7	0.4	0
6839	1988	9	21	19	1	1.9	-999	38.9	0.8	13.6	17.2	8	0	29.4	19.3	2.5	1	20.5	-999	0	21.2	36.5	45	0	0	3.2	62.6	8.5	17.9	21.4	19.9	3.3	0
6840	1988	9	22	42	36	0	33.8	8.6	29.9	2.3	0.9	0	0	43.2	30.8	21.3	26	69.6	34	7.3	20	11	28	0	0.2	-999	22.9	52.7	15	25	54.7	34.5	28.6
6841	1988	9	23	4.5	14.7	1	0	0.3	0	0	0	0	21	0.2	0	0	0	0	-999	5.9	0	0	0	8	42.1	2.4	0	0	0.2	0	6.9	8.6	12.6
6842	1988	9	24	0	0.1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	39.4	0	0	0	0	0	0	0	0
6843	1988	9	25	0	0	44	0	54.4	0	42.5	0	0.2	0	8.2	0	0	0	0	0	0	0	25.8	0	0	4	25.8	0	0	0	0	24.5	0	0
6844	1988	9	26	0	0	1.2	0	5.9	0.2	5.6	0.9	0	0	5.8	0	42.6	0	0.8	2	0	3.6	23.3	18	0	-999	1.5	3	12.6	3.4	5	0.2	0	0
6845	1988	9	27	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	-999	0.3	0	0	0	18	0	0	0	0	0	1.5	0	0	0
6846	1988	9	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6847	1988	9	29	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6848	1988	9	30	7	12	0	0	0	0	0	0	0	0	26.2	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	5.7	0
6849	1988	10	1	36.5	2.3	0	20.8	0	0	0	0	0	0	0	0	14.6	10.3	11.7	20	2	0	0	23	0	0	0	0	11.4	0	0	0.2	14.7	17.6
6850	1988	10	2	0	3.9	0	30.4	15.4	0	14.1	0	5.9	5	-999	20.7	0	22.5	0	0.7	33.6	7	7	0	18.5	33.8	-999	0	7	0	1	2.8	0	0.8
6851	1988	10	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	3	2.5	0	0	0	0	0	0	7	23.7
6852	1988	10	4	0	0	0	2.2	0	0	0	0	0	0	0	0	0	-999	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	1	0
6853	1988	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6854	1988	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6855	1988	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6856	1988	10	8	0	0	0	1.6	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
6857	1988	10	9	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
6858	1988	10	10	0.2	5.9	0	0.6	4.5	0	0.5	0	7	27	0	0	0.9	0.8	0	0	1.9	0	6	0	0	0	0	0	0	0	0	0	0	2.2
6859	1988	10	11	0	0	0	0	0	0	0	0	-999	5	0	0	0	0	0	0	2.7	0	0	0	0	6	0	0	0	0	0	0	0	0.1
6860	1988	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0
6861	1988	10	13	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	3	0	0
6862	1988	10	14	2.2	0	0.9	10.9	0	4	0	0	0	0	0	1.3	8.8	6.5	1.3	1.7	2	0.8	0	0	0	0	-999	0.4	6.4	0.5	1	0	4.5	0
6863	1988	10	15	0.5	-999	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	6.8	0	-999	0	0	0	0	0	0	0
6864	1988	10	16	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0
6865	1988	10	17	0	7.8	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.8
6866	1988	10	18	13	6.7	0.8	4.5	0.7	0	0	0	3	17	0	2.8	3.7	2	0	0	6	0.8	0	8	0	7.3	-999	0	2.5	0	0	0	14	24.2
6867	1988	10	19	0	0	0	0	0	0	0	0	1.4	23	0	0	0	0	0	0	1	0	0	0	1.7	5.3	0	0	0	0	0	0	0	0
6868	1988	10	20	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	-999	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
6869	1988	10	21	0.5	0	0	0	0	0.4	0	3.5	0	0	0	7.8	0	2.4	0.6	14.7	0	16	0	1	0	0	0	0	7	0	17.5	0	5.6	0
6870	1988	10	22	0	0	4.8	0	0	15.5	0	36.8	3	7	0	0	6.4	0	0	0	0	0	0	0	5.9	34.3	6	0	5	0	0	0	0	0
6871	1988	10	23	4.8	-999	0	3.4	0	0	0	0	0	0	0	0	12	3	6.6	0	1.8	0	0	12	0.5	0	0	0	0	0	0	0	3.5	0.4
6872	1988	10	24	8	5	27	42.9	28.5	6.6	6.9	0	37	10	2.8	15.5	9.4	42.5	1.4	4.1	33.5	17	17	22	13	36.2	24.5	1.8	12.5	0	12	3.5	28.5	10.2
6873	1988	10	25	0	0	0	0	0	0	0	0	4.5	17	0	0	0	0	0	0	1	0	0	0	14.9	17.4	0	0	0	0	0	0	0	5.1
6874	1988	10	26	0.5	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
6875	1988	10	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	1988	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6877	1988	10	29	0	0	0.8	3.8	0.4	0	0	0	0.8	0	0	31.1	0.4	0	0	3	0	76.1	0	0	0	0	0.6	0	4	0	17	0	0	0
6878	1988	10	30	0	6.5	0.9	28.2	54.5	0	32.5	0	24.5	58	1.6	13.5	0	19.3	0	0	0	18.5	56.4	0	3.6	46.5	3.6	0	3.7	0	5	0	0	0
6879	1988	10	31	2	0	0	0.1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1.4	0	0	0	0	0	0	0.5	0.5
6880	1988	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6881	1988	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6882	1988	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6883	1988	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6884	1988	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6885	1988	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6886	1988	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6887	1988	11	8	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6888	1988	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.2	0	0	0	0	0	0	0	0
6889	1988	11	10	4.6	0	0	-999	1.3	0	9.5	0	0	0	4.6	3.4	0	-999	0	0	2.8	0	7.6	-999	0	0	0	0	0	0	0	3.6	3.8	0.4
6890	1988	11	11	17.4	0	6.3	18	86.2	-999	49.1	0	0	1	2	26.8	0.3	33	0	-999	24.5	0	30.5	14	0	0	3	0	0	0	0	0.3	23	7.5
6891	1988	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	3.9	0	0	0	0	0	0	0	0
6892	1988	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6893	1988	11	14	0	0	0	0	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
6894	1988	11	15	29	35.5	0	3.5	0	0.8	0	0	0	0	50	0	6.2	0	9.8	0	10	0	0	49	0	0	0	0	0	5.6	0	19.5	21	34.9
6895	1988	11	16	0.5	0	1	15.5	26.4	0	0	12.5	0	0.2	5.3	0.7	21.9	7	4.2	-999	0	0.6	0	18	29.5	0.4	0.7	4	5.8	120.1	0	35.5	0	0
6896	1988	11	17	6	0	4.1	14	0	9	0	25	51	57	23.1	43.8	5.7	13	8.6	-999	1.9	15	0	-999	20.2	28.8	5	14	3	19	36	2.6	3.2	0
6897	1988	11	18	0	0	0	0.1	0	0	0	0	5	0.5	0	0	0.5	-999	0	0	20.8	0	0	0	1.2	2.8	0	0	0	0	0	0	2	0
6898	1988	11	19	0	16	0	0	0	0	3.4	10	0	0	34.5	12	1.2	0	23.9	23.5	0	14.1	0	11	0	0	0	24	15	8.9	17.3	40.5	0	7
6899	1988	11	20	5.5	0	36.1	0.3	56.9	0.1	52.3	0	58.5	86	5.7	2	0.2	-999	0.4	0	0	14.4	48.3	4	11	44	43	1	0	0.6	9	0	0	7.7
6900	1988	11	21	2.6	0	0	5.4	0.5	0	1.7	0	1	5	0	3.7	0	7	0	0	0	0	1.5	0	0	1.8	0	0	0	0	0	0	0	0
6901	1988	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
6902	1988	11	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6903	1988	11	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
6904	1988	11	25	0	0	0	0	0	8.5	0	9	0	4	0	0	0	0	0	9.6	0	0	0	0	0	0	0	0.2	0.4	1.2	0.3	0	0	0
6905	1988	11	26	0	0	0	0	0	1.1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0
6906	1988	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6907	1988	11	28	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	2.1	0	25.6	0	0
6908	1988	11	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2.8	0	0	21.1	0
6909	1988	11	30	0	0	0	2.5	0	0	0	3.5	0	0	0	0	0	4.1	0	0.1	0	0	0	0	0	0	0	0	0.5	3	0	0	0	0
6910	1988	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0
6911	1988	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6912	1988	12	3	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0
6913	1988	12	4	0	0	0	2.6	0	0	0	12	0	0	1.4	0	4	2.5	0.5	0	0	0	0	5	0	0	0	25.5	0	9	0	0	0	0
6914	1988	12	5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0
6915	1988	12	6	13	7.5	18.8	11.7	0.5	18.2	15	12.5	0	0	39.4	16.4	13.4	5	37.3	8	25	46.3	0	9	0	0	9.4	25	14.7	10	35	46.6	2.6	5.8
6916	1988	12	7	0	0	2.7	0.5	3.7	0	2.4	0	6.3	21	0	0	0	2	0	0	8.5	0	2	0	10.5	13.2	1.2	0	0	0	0	0.4	0	0
6917	1988	12	8	2	0	0	0	0	0	0	0	0	0	26	0	0	0	9	0	2.1	0	0	18	0	0	0	0	0	-999	0	0.8	0	0.5
6918	1988	12	9	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	6	0	0	0	0	0	14
6919	1988	12	10	6	0.5	0	-999	0	0	0	0	0	0	1.6	0	17.6	-999	10	0	42.1	0	0	12	0	0	0	0	0	0	0	0	28.5	4.5
6920	1988	12	11	0.6	0	0	13.4	15.4	0	19.2	0	0	0	0	38	5.6	59	8.3	2	0.9	49	0	0	4.5	0	0	3	32.3	3	33	0	0	0
6921	1988	12	12	2	2	12	0	56.6	0	16.3	0	43.1	61	0	0.5	11.3	-999	0	0.5	1.5	0.6	75.5	0	21	25	6.3	1.8	0	0	34	0	0	4.5
6922	1988	12	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0.2	1.8	0	0	0	0	0	0	0	0
6923	1988	12	14	0.3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0
6924	1988	12	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6925	1988	12	16	0	19	2.2	0.1	0	43.1	0	12	0	0	3.2	-999	4.8	0	8.8	35.9	0	4.3	0	2	2	0	-999	15	0.8	21	6	0	0	0
6926	1988	12	17	24.6	0	18.5	3.6	0	0.7	0.7	0	13.2	34.5	0	0	3.4	17	6.4	26	8.2	1.5	0	1	1.8	0.2	16.9	1	3	0	1	0	9.9	13.8
6927	1988	12	18	11	0	0	20.1	0	0	0	0	0	8.3	3	32.5	1.4	28	0	2	14.9	3	0	12.5	0.3	0	0	0	6	3	1	4	8	0
6928	1988	12	19	0	0	0	0	6.9	0	3	0	3	27	0	1.8	0	0	0	0	0.6	1	10	0	39.8	12.8	0	0	0	0	0	0	0	0
6929	1988	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6930	1988	12	21	0	1	0	0	0	0	0	12	0	0	1	0	0	0	4	5	0.5	0	0	0.5	0	0	0	4.6	0	9.1	0	19.5	0	3.5
6931	1988	12	22	0	0	2.3	0	0	14.3	0	0	5	36.5	0	0	0	0	0	0	0.1	-999	0	0	0	35.6	0.4	0	0	0	1	0	0	3.5
6932	1988	12	23	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6933	1988	12	24	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	4	0
6934	1988	12	25	0	0	0	0	0	0	0	0.4	0	0	0.6	0	21.3	0	0	6.8	0	0	0	0	0	0	0	2.5	6	-999	0	0	0	0.5
6935	1988	12	26	10.6	4	0	0	0.5	0	0	0	4	0	2.2	0	0	0	0	0	29.2	2.5	2	0	2.6	5.2	0	0	0	0.5	5.3	0	12.5	8.8
6936	1988	12	27	0	0	26	0	24.9	0	-999	0	13.8	11	0	14.8	0	0	0	-999	0	0	7.6	0	0	5	38.1	1	0.5	3	0	0	0	0
6937	1988	12	28	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	29.8	0	0	0	0	1.8	0	0	0	0
6938	1988	12	29	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6939	1988	12	30	0	1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11.5	0	0.7	0.4	0
6940	1988	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
6941	1989	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0.3	0	0	0	0
6942	1989	1	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0
6943	1989	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0
6944	1989	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3.6	0	0
6945	1989	1	5	23.6	3	0	0	0	0	0	13	0	2.7	6	0	0	0	2.4	0	13.5	0	0	15	0	0.2	0	13	0	8.7	0	0	68.2	3
6946	1989	1	6	0	0	0	0	0.7	5	3.7	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0.9	-999	0	0	9.8	0	0	0.7	0
6947	1989	1	7	2	-999	4.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	-999	0	3.5	0	0	0	0.3
6948	1989	1	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	3	0	0	1.4	0	0	0	0	0.5
6949	1989	1	9	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
6950	1989	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0
6951	1989	1	11	0	0	0	0	0	6.3	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0
6952	1989	1	12	0	0	0	0	0	2.8	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	10
6953	1989	1	13	8.6	0	0	0	0	8.2	0	0	0	0	0	0	17.5	0	0.4	4	0	0	0	11.2	0	0	0	1	2.5	0	0	0	0	0
6954	1989	1	14	0.6	0.8	0	0	0	0	0	9	0	5	0	0	8.1	0	1.5	-999	0	0	0	6.5	21.5	46.3	0	14	4.6	14	0	0	3.1	6.7
6955	1989	1	15	0	0	0	0.6	0	0.2	6	0	0.7	0	0	0	0	-999	0	0	0	0	0	0	5.5	0	1.9	0	0	0	0	0	0	0
6956	1989	1	16	0.2	0	0	0.2	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.4	1	0	0	0	0
6957	1989	1	17	0	0	0	5	0	0	0	0	0	0	0	19.5	4.3	0	0.5	5	0	0	0	0	8.6	0	0	7	8.6	1.8	0	0	0	0
6958	1989	1	18	0	0	1	0	11.1	32.9	5.1	14.4	0	0	0	6.3	1	0	0	17.2	0	5.8	15	0	13.1	0	35.4	0	20.3	1	18	0	0	0
6959	1989	1	19	0	0	83	0.5	20.1	1.5	0	14	19	0	0	2.2	0	0	0	0	0	0	40	0	1.7	49.1	49.7	5.8	0	4	0	0	0	0
6960	1989	1	20	0	0	0.1	0	0	0	0	0	7.5	41	0	0	0	0	0	0	0	0	0	0	11.5	14	0	0	0	0	0	0	0	0
6961	1989	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6962	1989	1	22	0	-999	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0	0
6963	1989	1	23	0	0	35.2	0	0	12.8	0	20	17	0	0	0	35.9	0	3	11.2	6.1	0	2	0	0	8.9	0.7	0	15.7	4	0	0	0	0
6964	1989	1	24	0	0	7.5	0	9.2	6.5	4.2	0	7	22	0	0	0	0	0	-999	0	0	4	0	0	17.6	15.4	0	0	0	0	9.2	0	0
6965	1989	1	25	4.6	-999	3.3	0.7	15.9	4.3	0	17.4	0	7.6	6.7	-999	0.4	9	2.2	4.2	0.5	2.2	1	0.5	0	6.3	2.3	5	5	0	18	2.4	6.6	0
6966	1989	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	3.2	-999	0	0	0	0	0	0	0
6967	1989	1	27	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6968	1989	1	28	16	19.9	0	4	0	6.1	0	2	0	0.2	2.5	1.2	45.1	8.2	15.2	5.8	17.5	0.7	43	15.5	0	5.8	0	0	4	0	-999	7.6	13.4	26.2
6969	1989	1	29	0	0	0	0	0	5.1	0	0	1.8	11	0	0	0	0	0	0	0	0	0	0	39	12.2	0	0	0	0	0	0	0	0
6970	1989	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6971	1989	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0
6972	1989	2	1	0	12.3	0	23.3	0	0	0	0	0	0	13.5	3.8	14.2	5	29.4	5	0.7	0	0	37	0	0	0	3	0.3	3.8	0	4.4	0	5
6973	1989	2	2	20.6	2	14	0	0	2.2	0.3	18	45	2	0	2.5	0	0	1.6	4.7	3.5	0.2	0	0	1.7	0	0.4	11.3	0.2	0	7	0	0	0.2
6974	1989	2	3	0	0	0	0	0	0	0	0	0.5	29	0	0	0	0	0	0	0	0	0	0	0	6.8	8.7	0	0	0	0	0	0	0
6975	1989	2	4	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	0
6976	1989	2	5	2	2.5	0	1.5	0	0	0	0	0	0	0	0	0	2	0	0	30	0	0	1	0	0	0	0	0	3.4	0	0	0	22
6977	1989	2	6	0.5	-999	0	0	0	5.9	0	0	0	0	0	0.2	0	0	0.3	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0
6978	1989	2	7	0	0	1	0.1	0	0.5	7.6	2	0	34	0	10.8	0	-999	1.4	0	0	-999	0	0	0	3.6	0	0	0	0	6.8	0	0	0
6979	1989	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6980	1989	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6981	1989	2	10	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6982	1989	2	11	0.2	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
6983	1989	2	12	2.6	0	0	5	0	7.5	0	21	0	0	9.8	6.2	28.3	0	2.5	14.6	1	1.5	0	4	0	0	0	17.3	43	8	7	15.3	15.4	11.2
6984	1989	2	13	0.2	0	0	0.3	0	6.8	-999	0.8	0	0	2.5	0	56	2.7	3	-999	0	1	0	20	36	0	0	0	0	0	0.7	0	0	0
6985	1989	2	14	15.3	0	0	4.5	0	0	0	3	0	0	0	9	8.5	0.9	0	0	0.9	0	0	10	0	0	0	0	0	0	0	0	16.2	0
6986	1989	2	15	9.2	0	0	1.1	11.5	0	0	0	17.1	8	0	0	3.6	0.4	0	2	0.3	2.2	41	0	0	2	-999	0	0	0	6	0	8	1
6987	1989	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.3	0	0	0	0	0	0	0	0	0
6988	1989	2	17	0	0	0	0	0	0	0	4	0	0	0	0	1.8	0	16.4	0	0	0	0	0	0	0	0	5	0	33	0	0	0	0
6989	1989	2	18	0	0	0	0	0	0	0	4	0	0	0	0.6	0	0	0	0.2	0	3.3	0	0	0	0	0	3	0	0	10	0	0	0
6990	1989	2	19	25	8.4	0	0	0	0	2.4	22	0	0.2	2.5	0	4	0	5.7	6.5	26.5	0	0	25	0	0.6	0	0	8.7	34.3	0	0	22.5	5.2
6991	1989	2	20	2.8	0	17.7	20	0	39	5	0	19.3	61	0	24.4	6.2	36	0	4	0.6	52	4.5	0	6.5	32	19	0	9.5	0	26.3	0	7.4	0
6992	1989	2	21	0	0	0	-999	0	0	0	1.4	1	30	0.5	0	0	0	0	0	0	0	0	0	10.2	0.6	0	0	0	0	0	0	0	0.7
6993	1989	2	22	5	1.5	0	0	0	0	0	0.1	0	0	21	0	7.6	0	18.9	0	0	0	0	13	0	0	0	0	0.6	0	0	2.1	4.8	12.4
6994	1989	2	23	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0
6995	1989	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6996	1989	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6997	1989	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4
6998	1989	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6999	1989	2	28	0	0	0	0	0	0	0	33	0	0.3	0	0	0	0	0	0	0	0	0	0	0	10	0	19.4	0	31	0	24.2	0	0
7000	1989	3	1	108	2	48	14	30.4	1.9	20.5	9	32.5	12	48	10.5	23.2	35.5	5.2	23	0	14.7	16.4	4.6	0	0	55	5.4	2.7	0	38	37.1	10.5	22.7
